가수,앨범,제목,발매일,작사가,가사,
세븐틴,Seventeen 3rd Mini Album 'Going Seventeen',웃음꽃,2016.12.05.,WOOZI (SEVENTEEN),그냥 왜인지 모르게 가끔씩 문득 그런 생각이 자꾸만 들어 요즘 이렇게나 행복하고 아름다운 너 그리고 남부럽지 않은 지금의 우리 그런 우리가 정말 언젠가 불행하게도 떨어지게 되면 그땐 어떡하지 물론 그럴 일 없겠지만 이런 상상은 정말 하기도 싫은데 가끔씩 떠올라 넌 부디 이런 생각나지 않길 함께라서 웃을 수 있고 너라서 울 수도 있어 그렇게라도 못할 게 어딨어 언제 어디에 있어도 함께하지 못해도 우린 늘 그렇듯 웃음꽃 피워요 그대 미소에 봄이 돼줄게요 아낌없이 난 늘 너에게 받기만 하는 것만 같아 그래서 눈물 나도록 고맙고 더 미안해 꽉 안아주고만 싶어도 왠지 모르는 불안함에 망설이는 건 뭔지 이러고 싶지 않은데 하늘이 높고 바람은 차고 바다가 넓고 푸른 것처럼 내 눈에 네가 그저 당연하게 바라봐질까 봐 그게 불안해서 이러는 것만 같아 널 잃어버릴까 봐 부디 넌 나 같지 않기를 함께라서 웃을 수 있고 너라서 울 수도 있어 그렇게라도 못할 게 어딨어 마지막이란 말 하지 마 영원히 내가 너의 곁에 남아있을 테니 우린 정말 무슨 일 있어도 언제나 그랬듯 함께 있을 거예요 마지막이란 말 하지 마 영원히 무슨 일 있어도 우린 늘 그렇듯 웃음꽃 피워요 언제 어디에 있어도 함께하지 못해도 우린 늘 그렇듯 웃음꽃 피워요 그대 미소에 봄이 돼줄게요,
세븐틴,SEVENTEEN 4th Mini Album 'Al1',울고 싶지 않아,2017.05.22.,"WOOZI(SEVENTEEN),?BUMZU","울고 싶지 않아 울고 싶지 않아 사랑해서, 사랑한다는 말이 부족해서, 그 어떤 말을 꺼내봐도 너 하나만 아끼던 날 두고서 어디 간 거니 내가 싫어 어어 져서 멀리 간 거니 장난치지 마, 거기 있는 거 알아 나타날 거 같아, 마냥 기다리다 널 찾아가야 돼 찾아가야 돼 지금 울면 못 볼지 모르니까 울고 싶지 않아 울고 싶지 않아 눈물은 많지만 울고 싶지 않아 낯설지 않은 길, 이 길이 낯설다 아는 길 맞는지 내게 또 묻지요 혹시나 그 사람 날 찾고 있지 않을까 나는 지금 널 찾고 있어요 장난치지 마, 거기 있는 거 알아 나타날 거 같아, 마냥 기다리다 널 찾아가야 돼 가야 하는데 눈물 고여 점점 흐려져 울고 싶지 않아 울고 싶지 않아 눈물은 많지만 울고 싶지 않아 난 괜찮아 (안 괜찮아) 너 보고 싶지 않아 (너무 보고 싶어) 맘에 없는 말들로 거짓말이라도 해야 돼 해야 돼 생각처럼 맘이 말을 듣지 않으니까 돌아와 돌아와 돌아와 절반이 없는데 어떻게 하나로 살아 울고 싶지 않아 울고 싶지 않아 울고 싶지 않아 눈물은 많지만 울고 싶지 않아 울고 싶지 않아 우리 다시 볼 때 울고 싶지 않아",
세븐틴,SEVENTEEN 4th Mini Album 'Al1',입버릇,2017.05.22.,WOOZI (SEVENTEEN),누군가를 계속 만나 하하 호호 웃어봐도 달라지는 건 없죠 그저 어딘가 있을 널 웃고 있을 널 생각하면 괜히 지는 거 같죠 참 바보 같네요 내가 차라리 네가 좀 더 힘들었으면 해 힘들어서 내 생각도 좀 하고 그랬으면 좋겠어 나도 아무렇지 않고 싶은데 그토록 널 부르던 나의 입술이 바짝 말라가는 걸 느끼며 깨달았어 입버릇처럼 너를 부르며 애타게 찾았었다고 그때처럼 널 감싸 안으며 웃고 싶다고 네게 말하고 싶어 눈을 감고 하나둘 세어보면 어느새 잠이 들어 꿈속에서도 널 나도 모르게 찾고 있죠 잊고 싶단 그 말은 거짓말인가 봐요 아니죠 오히려 버릇이 들었는지 지금도 또 부르는 너의 그 이름만이라도 잊고 싶은가 봐요 차라리 네가 좀 더 힘들었으면 해 힘들어서 내 생각도 좀 하고 그랬으면 좋겠어 나도 아무렇지 않고 싶은데 그토록 널 부르던 나의 입술이 바짝 말라가는 걸 느끼며 깨달았어 입버릇처럼 너를 부르며 애타게 찾았었다고 그때처럼 널 감싸 안으며 웃고 싶다고 네게 말하고 싶어 말하고 싶어 널 보고 싶어 네가 없는 지금에서야 버릇이 돼버린 널 부르는 습관들을 지우지 못하고서 살아가 너 때문에 그토록 널 부르던 나의 입술이 바짝 말라가는 걸 느끼며 깨달았어 입버릇처럼 너를 부르며 애타게 찾았었다고 그때처럼 널 감싸 안으며 웃고 싶다고 네게 말하고 싶어,
세븐틴,SEVENTEEN 4th Mini Album 'Al1',IF I,2017.05.22.,"S.COUPS (SEVENTEEN),민규 (SEVENTEEN),Vernon (SEVENTEEN)",수없이 했던 말 이뤄졌다면 If I If I If I 하고 싶었던 List 들을 못했기 때문에 다 의미가 바뀌어버린 말 If I If I If I Yeah 계산하고 싶지 않아 우리의 벌어진 각도를 If I If I If I If I If I If I If I If I If I 늦었지만 아직까지 난 눈과 입가에 네가 가득히 하루가 지나 후회가 너무 깊어 빠져 허우적거리고 있어 If I could If I could If I could 난 뭐라도 do 그때 그 손을 놓지 않았다면 아직 서로를 잡고 있을까 If I If I If I If I If I If I 너의 작은 상처들이 모여 커지기 전에 내가 먼저 알아봤다면 If I If I If I If I If I If I Where you going 어디가 Why do I feel my grip loosening 너의 옷자락을 붙잡은 주먹 왜 힘 풀리지 서로가 가는 길 함께 할 거란 약속은 이미 비꼬이고 네 걸음은 나를 등지지 단 하나의 점으로 더 줄어들어 가네 그 관심 밖은 너무 공허해 그 점이 다시 내 앞에 돌아와 네가 되기를 바래 If I could If I could If I could 난 뭐라도 do 이 길을 다시 함께 걸을 수 있다면 두 손 꼭 잡아 온기를 주고 싶어 따스해진 손으로 두 볼을 감싸면 다시 웃어 줄까 그렇다면 do If I If I If I If I If I If I,
세븐틴,SEVENTEEN 4th Mini Album 'Al1',Swimming Fool,2017.05.22.,"WOOZI (SEVENTEEN),BUMZU,Vernon (SEVENTEEN),디노 (SEVENTEEN)",너에게 빠져서 너에게 허우적대고 움직임이 느려지고 점점 숨이 막히는 I'm a swimming fool 가끔은 널 생각 안 해볼까 해 생각이 날 때면 미칠 것 같아 그게 내 맘처럼 쉽지 않아 난 에라 La lala lalalala Hit me hit me up 띠링 띠링 띠링 띠링 전화를 걸어 입이 입이 꼬여 전화 받자마자 나는 입이 꼬여 내 맘이 듣고 싶어지면 Throw your hands up throw your hands up throw your hands up 너에게 빠져서 너에게 허우적대고 움직임이 느려지고 점점 숨이 막히는 I'm a swimming fool 발끝부터 적시는 짜릿함 한 번 움찔 심장은 춤춰 두둠칫 몸을 던져 네게 빠진 Stupid 늘 이 느낌에 젖어 너로 인해 비친 빛 뜨거워 난 헤엄치고 싶어 내내 우린 매일 묶여 있어 배배 Hit me hit me up 띠링 띠링 띠링 띠링 전화를 걸어 입이 입이 꼬여 전화 받자마자 나는 입이 꼬여 내 맘이 듣고 싶어지면 Throw your hands up throw your hands up throw your hands up 너에게 빠져서 너에게 허우적대고 움직임이 느려지고 점점 숨이 막히는 I'm a swimming fool 너에게 빠져서 너에게 허우적대고 움직임이 느려지고 점점 숨이 막히는 I'm a swimming fool,
세븐틴,SEVENTEEN 4th Mini Album 'Al1',MY I,2017.05.22.,"BUMZU,디에잇 (SEVENTEEN),준 (SEVENTEEN)",안개 속 흐릿하지만 그 속에 누군가 있어 날 느끼듯 익숙하지만 달라 달라 달라 오란 건지 가란 건지 흔드는 손은 무슨 뜻일까 Tell me about it 두 개의 지구가 있다면 또 다른 나일 수도 있어 한걸음 가까이 가면 꽃길에 가시가 피어 그때 넌 날 구하려 손 내밀어 Hey 시간 지나서 너를 만나면 I'll know uh (넌 나의 미래였다) I'll know uh (난 너의 어제였다) 시간 지나서 너를 만나면 I'll know uh (네가 날 지켜줬다) I'll know uh (난 너를 갈망했다) My I 내 날개뼈의 작은 날개는 도대체 언제쯤에 커질까 나만의 바람이 불 때나 이 날개를 펼 수나 있을까 눈을 감아볼 때 숨을 쉬어 볼 때 내가 나를 속이지 않으면 방황하거나 슬퍼하지 않아 한걸음 가까이 가면 꽃길에 가시가 피어 그때 넌 날 구하려 손 내밀어 Hey 시간 지나서 너를 만나면 I'll know uh (넌 나의 미래였다) I'll know uh (난 너의 어제였다) 시간 지나서 너를 만나면 I'll know uh (네가 날 지켜줬다) I'll know uh (난 너를 갈망했다) My I Hey 시간 지나서 너를 만나면 I'll know uh (넌 나의 미래였다) I'll know uh (난 너의 어제였다) 시간 지나서 너를 만나면 I'll know uh (네가 날 지켜줬다) I'll know uh (난 너를 갈망했다) My I,
세븐틴,SEVENTEEN 4th Mini Album 'Al1',Crazy In Love,2017.05.22.,"WOOZI (SEVENTEEN),BUMZU,S.COUPS (SEVENTEEN),민규 (SEVENTEEN),Vernon (SEVENTEEN)","어릴 적에 한 번쯤은 들어봤던 사랑 속에 미친다는 흔한 얘기 영화나 드라마에서만 나올 줄 알았던 이런 일이 나에게도 Hey Woo-woo-huh-yeah 너 때문에 많이도 울었다는 그 가사 이해 못 했다가 이젠 이해할 수 있어 한줄기로 시작해 올라가 솟아난 감정 폭죽 Blah-lah-lah 주체 못 해 네 앞에서 난 아무 말이나 Blah-lah-lah When I'm talking about love woo When you're talking about love woo 떨어져 있어도 믿어 우린 Thinking about us woo When I'm talking about love woo When you're talking about love woo 나는 정말 네게 미친 걸까 Woo-woo-huh-yeah 우리 둘이라 괜찮아 Crazy in love crazy in love 때 묻지 않은 너와 나 Crazy in love crazy in love 나는 너를 믿어 의심하지 않아 과거 지금 미래도 Crazy in love crazy in love Crazy in love crazy in love crazy in love Crazy in love crazy in love crazy in love 시간이 지나도 의심하지 않아 과거 지금 미래도 Crazy in love crazy in love 얼음 얼음 얼렸다가 날 녹이는 너는 내게 유일한 불 사랑은 돌아온다는 영화 속 대사가 이해 안 갔다가 이젠 이해 가는 중이야 Zig zag 지금 내가 감지한 이 기운은, 원초적인 기분은 맥박의 북을 쳐 내적 춤을 춰 너의 꿈을 꿔 어떡할래 나의 흥분을 When I'm talking about love woo When you're talking about love woo 떨어져 있어도 믿어 우린 Thinking about us woo When I'm talking about love woo When you're talking about love woo 나는 정말 네게 미친 걸까 Woo-woo-huh-yeah 우리 둘이라 괜찮아 Crazy in love crazy in love 때 묻지 않은 너와 나 Crazy in love crazy in love 나는 너를 믿어 의심하지 않아 과거 지금 미래도 Crazy in love crazy in love Crazy in love crazy in love crazy in love Crazy in love crazy in love crazy in love I fall in 바다같이 푸른 눈 속 아, 내 머리, 너란 파도에 벅차올라 Can't stop it 느낌 woo Can't stop it 너를 woo Can't stop it crazy woo Woo-woo-huh-yeah Woo-woo-huh-yeah 우리 둘이라 괜찮아 Crazy in love crazy in love 때 묻지 않은 너와 나 Crazy in love crazy in love 나는 너를 믿어 의심하지 않아 과거 지금 미래도 Crazy in love crazy in love Crazy in love crazy in love crazy in love Crazy in love crazy in love crazy in love 시간이 지나도 의심하지 않아 과거 지금 미래도 Crazy in love crazy in love",
세븐틴,"SEVENTEEN 2ND ALBUM 'TEEN, AGE'",박수,2017.11.06.,"WOOZI(SEVENTEEN),?BUMZU,?정한(SEVENTEEN),?호시(SEVENTEEN),?민규(SEVENTEEN),?도겸(SEVENTEEN),?승관(SEVENTEEN)",박수 seventeen right here 괜찮아 괜찮아 이런 일들 많잖아 꼬일 대로 꼬인 일들 주머니 earphone인줄 흰 티에 뭐 묻을 때 (그 담에) 교통카드 잔고가 없을 때 (이럴 때) Yeh 꼭 이런 날에만 집 가기 전에 비 맞지 왜 나한테만 이러나 싶고 눈 깜빡하면 주말은 가고 이거 왠지 나다 싶으면 이리이리이리 모여 다 지금부터 손에 불 날 때까지 박수 짝짝짝짝 이때다 싶으면 쳐 박수 짝짝짝짝 저기 저기 이리 오지 우리끼리 신이 나지 이 노래 끝까지 쳐 박수 짝짝짝짝 Woo 짝짝짝짝 Woo 짝짝짝짝 어차피 해도 해도 안돼 쟤도 걔도 얘도 안 되면은 아무 말도 되지 않는 주문이라도 김수한무 거북이와 두루미 삼천갑자 동방삭 야야야야 그럴 때가 있잖아 내가 작아지는 기분 말야 하라는 대로 했는데 난 눈치만 보고 있잖아 왜 나한테만 이러나 싶고 고민의 꼬린 꼬리를 물고 이거 왠지 나다 싶으면 이리이리이리 모여 다 지금부터 손에 불 날 때까지 박수 짝짝짝짝 이때다 싶으면 쳐 박수 짝짝짝짝 저기 저기 이리 오지 우리끼리 신이 나지 이 노래 끝까지 쳐 박수 짝짝짝짝 Woo 짝짝짝짝 Woo 짝짝짝짝 Woo 짝짝짝짝 오늘만큼은 용기를 내서 이불 덮고 소리질러 다시 한번 더 손에 불을 꺼보자 박수 짝짝짝짝 이 노래 끝나간다 박수 짝짝짝짝 저기 저기 이리 오지 우리끼리 신이 나지 다같이 일동 기립 박수 짝짝짝짝 Woo 짝짝짝짝 Woo 짝짝짝짝,
세븐틴,"SEVENTEEN 2ND ALBUM 'TEEN, AGE'",CHANGE UP,2017.11.06.,"WOOZI (SEVENTEEN),S.COUPS (SEVENTEEN),호시 (SEVENTEEN),BUMZU",Change Up Change Up Change Up Change Up Change Up Change Up Change Up Change Up Change Up Change Up Change Up (Change up) 기어 올려 계속 달려 엑셀 밟아야 해 뜨거워진 엔진 계속 계속 가열해야 돼 세븐틴 비추는 불 꺼지지 않게 우리 Studio 매일 불이 켜져 있네 물구나무 서야 이해할 수 있어 넌 우린 아직 반도 보여준 적 없잖아 Yeh yeh yeh 내 손을 잡아 또 다른 세상으로 가자 날 따라 따라 따라 따라 따라 따라 원하는 대로 다 하나 둘 이뤄 가 우리가 작을 때 쏘아 올린 Flare 매일 매일 매일 쉴 틈 없이 커지고 있지 계속 해서 멈출 수 없는 우리 내일이 (Change up) We Change Up Change Up Change Up We Change Up Change Up Change Up We Change Up Change Up Change Up We Change Up Change Up Change Up 어떤 곳에서 어떤 느낌일지 우리가 작을 때 쏘아 올린 Flare We Change Up Change Up Change Up We Change Up Change Up Change Up 뭘 들어도 똑같지 기분이 바뀌지가 않지 잘 찾아 왔어 이 노래에 Right 무의식이 이끄는 대로 끄덕여 고개 물구나무 서야 이해할 수 있어 넌 우린 아직 반도 보여준 적 없잖아 Yeh yeh yeh 내 손을 잡아 또 다른 세상으로 가자 날 따라 따라 따라 따라 따라 따라 원하는 대로 다 하나 둘 이뤄 가 우리가 작을 때 쏘아 올린 Flare 매일 매일 매일 쉴 틈 없이 커지고 있지 계속 해서 멈출 수 없는 우리 내일이 (Change up) We Change Up Change Up Change Up We Change Up Change Up Change Up We Change Up Change Up Change Up We Change Up Change Up Change Up 어떤 곳에서 어떤 느낌일지 우리가 작을 때 쏘아 올린 Flare We Change Up Change Up Change Up We Change Up Change Up Change Up Change Up Change Up Change Up Change Up Change Up Change Up Change Up Change Up Change Up Change Up Change Up Let me do it again Do it again We Change Up Change Up Change Up We Change Up Change Up Change Up We Change Up Change Up Change Up We Change Up Change Up Change Up 어떤 곳에서 어떤 느낌일지 우리가 작을 때 쏘아 올린 Flare We Change Up Change Up Change Up We Change Up Change Up Change Up,
세븐틴,"SEVENTEEN 2ND ALBUM 'TEEN, AGE'",모자를 눌러 쓰고,2017.11.06.,"WOOZI (SEVENTEEN),BUMZU,S.COUPS (SEVENTEEN),정한 (SEVENTEEN),호시 (SEVENTEEN),디에잇 (SEVENTEEN),민규 (SEVENTEEN),도겸 (SEVENTEEN),Vernon (SEVENTEEN),디노 (SEVENTEEN)",너 없이 힘들었어 두려웠어 혼자라는 생각에 무서워서 멍청이처럼 시간만 보내다 시간이 가는 줄도 몰랐어 몰랐어 아무것도 힘들어도 You don't have to be alone 돌아와줘 들을 준비 다 되었어 어디서라도 내 말 들린다면 다시 내 눈에 널 비치게 해줘 제발 그 뻔한 돌아오겠다는 한마디 말도 남기지 않고서 당연하다는 듯 인사 한번도 없이 떠나간 널 따라 숨이 차게 달려봐도 너는 여기 없는데 모자를 눌러쓰고 이리저리 부딪혀 아파도 관심도 없는 넌 예쁘고 참 나쁘다 (그래) 쓰러져가는 망가져가는 난 이제 중요치 않아 네가 없이 난 지금부터 난 변해볼까 해 변해볼까 해 변해볼까 해 변해볼까 해 변해볼까 해 이러다 나 돌아 버릴지도 몰라 차라리 그게 더 맘 편할 것 같아 매번 다잡아도 고민의 끝은 똑같아 됐어 이거 나 안해 Yeah 거기 없다는 걸 이제 난 알아 그걸 안다는 게 너무나 아파 아무렇지 않다고 말하는 것 조차 하기 싫어 네 생각 안하는 것만으로도 이렇게 아픈 내가 모자를 눌러쓰고 이리저리 부딪혀 아파도 관심도 없는 넌 예쁘고 참 나쁘다 (그래) 쓰러져가는 망가져가는 난 이제 중요치 않아 네가 오기 전 그날 까지만 변해볼까 해 변해볼까 해 변해볼까 해 변해볼까 해 변해볼까 해,
세븐틴,"SEVENTEEN 2ND ALBUM 'TEEN, AGE'",날 쏘고 가라,2017.11.06.,"WOOZI (SEVENTEEN),호시 (SEVENTEEN),Vernon (SEVENTEEN)","Roger that yes sir 반드시 지켜낸다 내 사람을 건드린 것들로부터 털끝 하나 건드릴 수 없어 자신 있으면 건드려봐라 우리부터 밀착 붙어 불을 붙여 네 앞길 내 앞길 다 내가 책임져 이 곳을 싹 다 전부 정리해 Two captains 우리가 지휘해 더더더 Woo 들어와 들어와 Woo 다 들어와 들어와 붕 떠다니는 것 같지만 떠도는 걸 알아 I know 네가 갈 목적지 이미 먹었지 Hey 취뤼봉야 취리취리봉야 Do not cross over this, better get out 호시우지콤비 들어 봤나 안 들어봤으면 Ay WOOZI tell em right now 뭔가에 미친 듯 홀려 눈빛이 달아오른 두 마리 맹수 먹잇감을 쫓아 날아오르지 We never lose a thing Don't worry about that 만약 자신 있다면 Ay 날 쏘고 가라 쏴 Turn right 쏴 Turn left 나가자 싸우자 이기자 Hey hey 나가자 싸우자 이기자 Brrrrr 하나에 장전 둘에 발사 하나 둘 쏴 쏴 쏴 Shout out the world 여긴 내 구역 내가 만든 내 세상에 드러누워 무수한 별들을 안고 왔지 이제 우리가 왔으니 불안해 하는 게 내 눈에만 보이는 거야 굴하지 않고 달려가는 게 멋있는 거야 우리 팀 세븐틴 계속해서 엑셀 밟아 말하는 대로 We change up 새겨들어 뭔가에 미친 듯 홀려 눈빛이 달아오른 두 마리 맹수 먹잇감을 쫓아 날아오르지 We never lose a thing Don't worry about that 만약 자신 있다면 Ay 날 쏘고 가라 쏴 Turn right 쏴 Turn left 나가자 싸우자 이기자 Hey hey 나가자 싸우자 이기자 Brrrrr 하나에 장전 둘에 발사 하나 둘 쏴 쏴 쏴 호우주의보 발령 누가 누가 누가 얘네 좀 말려 우릴 건드릴 수가 있다면 먼저 날 쏘고 가라 호우주의보 발령 누가 누가 누가 얘네 좀 말려 우릴 건드릴 수가 있다면 먼저 내 함 쏘고 가봐라 쏴 Turn right 쏴 Turn left 나가자 싸우자 이기자 Hey hey 나가자 싸우자 이기자 Brrrrr 하나에 장전 둘에 발사 하나 둘 쏴 쏴 쏴 Oh 쏴 쏴 쏴 하나 하면 장전 하며 둘을 세면 쏴 쏴 쏴 Oh 쏴 쏴 쏴 하나 하면 장전 하며 둘을 세면 쏴 쏴 쏴",
세븐틴,"SEVENTEEN 2ND ALBUM 'TEEN, AGE'",13월의 춤,2017.11.06.,"WOOZI (SEVENTEEN),BUMZU,디노 (SEVENTEEN)",넌 내 꿈에 살고 (살고) 아름다우며 날 흔들고 갔고 (사라져서) 날 기다리고 기다리게 해 Ay wut 달을 보고 너를 기도하게 해 Ay 널 보게 해달라고 나의 움직임 너의 의미 가득 담아 우리 둘만 존재할 수 있는 그 시간을 열고 그럴 수 있다면 그래 그럴 수만 있다면 나를 그려낼게 13월의 춤 너를 위해 Lilili Yabbay (너를 위해 Lilili Yabbay) 너를 위해 Lilili Yabbay (너를 위해 Lilili Yabbay) 달빛에 기대 춤을 추지 (YAYAYAYAYAYA) 시선은 너만 보고 있지 오로지 너의 앞에서 13월의 그곳에서 춤을 출거야 (너를 위해 Lilili Yabbay) 마음의 믿음과 기도가 널 위한 기도가 사라지지 않을 거라 믿어 믿음을 의심한 적이 없어 목마르고 추워져도 이곳에 서서 나의 움직임 너의 의미 가득 담아 우리 둘만 존재할 수 있는 그 시간을 열고 그럴 수 있다면 그래 그럴 수만 있다면 나를 그려낼게 13월의 춤 너를 위해 Lilili Yabbay (너를 위해 Lilili Yabbay) 너를 위해 Lilili Yabbay (너를 위해 Lilili Yabbay) 달빛에 기대 춤을 추지 YAYAYAYAYAYA) 시선은 너만 보고 있지 오로지 너의 앞에서 13월의 그곳에서 춤을 출거야 (너를 위해 Lilili Yabbay) 1월부터 12월 매번 돌아도 늘 널 찾고 있어 두 눈 말고 진정으로 마주치면 우리의 13월로 만남 이뤄져 사계절로 우리 가둘 수 없지 only 내가 그린 선 끝 따라 봄이 와 너의 눈물 흰 눈이 되어 서로 감동의 물결 만들어내 Yeah 너를 위해 Lilili Yabbay (너를 위해 Lilili Yabbay) 너를 위해 Lilili Yabbay (너를 위해 Lilili Yabbay) 달빛에 기대 춤을 추지 (YAYAYAYAYAYA) 시선은 너만 보고 있지 오로지 너의 앞에서 13월의 그곳에서 춤을 출거야 (너를 위해 Lilili Yabbay),
세븐틴,"SEVENTEEN 2ND ALBUM 'TEEN, AGE'",TRAUMA,2017.11.06.,"S.COUPS (SEVENTEEN),원우 (SEVENTEEN),민규 (SEVENTEEN),Vernon (SEVENTEEN)","I'm in trauma, it's got me singing Stuck in trauma 노래나 부를래 Blah blah blah blah 안 잊혀져 왜 This my trauma yeah my trauma Trauma got me bad bad 중2 때 난 자퇴 Basically had no friends Yah yah Boxed in boxed in 나 혼자의 세계 Yah yah Stuck in my fantasy like (woah) Dreaming it to be real life (woah) 생각없이 시간을 기다려왔지만 알았어 now I realize 이러다가 나 홀로 남을 거야 I don't know what to do 이거 말고는 막힌 귓속 박힌 이어폰 Volume을 키워 I don't wanna be alone No 잊혀지기 싫어 So I'ma sing this song Anybody 듣고 있어? 겨우 뱉어내는 숨 들이키는 법은 잊은 듯 내 자신에게 너그러워 지기까지가 난 제일 어려워 빚이라고 생각이 들어 나에게 주어지는 빛이 넓어지는 무대완 달리 마음속 내가 있는 곳은 한 평 남짓 yeah I'm in trauma, it's got me singing Stuck in trauma 노래나 부를래 Blah blah blah blah 안 잊혀져 왜 This my trauma yeah my trauma Now it's got me singing singing singing Stuck in trauma 노래나 부를래 This my trauma yeah my trauma yeah yeah 잊혀지는 것에 대한 익숙함 나의 미숙함 나의 의구심 속에서 피어난 머릿속 트라우마 내가 살아있는 이유가 도대체 뭘까 미꾸라지처럼 일부가 날 괴롭혀 애석해도 uh 난 그냥 노래할게 아님 더 갇혀버려 내 트라우마에 정신이 피폐해짐에 스스로 땅굴을 파 더 깊어지네 Yeah 더 깊고 더 깊게 스스로도 찾지를 못하게 이 트라우마의 끝이 어딘지 나조차 몰라 잡아줄 손이 필요해 겨우 뱉어내는 숨 들이키는 법은 잊은 듯 내 자신에게 너그러워 지기까지가 난 제일 어려워 빚이라고 생각이 들어 나에게 주어지는 빛이 넓어지는 무대완 달리 마음속 내가 있는 곳은 한 평 남짓 yeah I'm in trauma, it's got me singing Stuck in trauma 노래나 부를래 Blah blah blah blah 안 잊혀져 왜 This my trauma yeah my trauma Now it's got me singing singing singing Stuck in trauma 노래나 부를래 This my trauma yeah my trauma yeah yeah I slowly sink yeah 노랫소리도 줄어들겠지 Still I want to sing yeah 누구든 좋으니 여기서 꺼내줘 아니면 너라도 들어와 들어와줘 Now it's got me singing singing singing Stuck in trauma 노래나 부를래 This my trauma yeah my trauma yeah yeah",
세븐틴,"SEVENTEEN 2ND ALBUM 'TEEN, AGE'",바람개비,2017.11.06.,WOOZI (SEVENTEEN),너를 기다리다 바라봤어 저기 저기 멀리 어느 샌가 찬바람이 계속 부는 거 같아 아주 작은 바람개비 혼자 서서 그저 멍하니 누군갈 쓸쓸히 애타게 찾는 게 꼭 나 같아 이런저런 일들 숨가쁘게 바쁜 이 뭐 같은 세상 땜에 너와 내가 멀어진 거라 둘러대면 괜히 나는 잘못 없는 것처럼 꾸며내는 것만 같아 그러진 못하고 바람만 맞으며 서있어 먼 훗날 너에게 미안하지 않게 늘 난 기다릴래 그래 그게 더 맘 편해 오는 길을 잃어 오래 걸린대도 돌고 돌아 내게 다시 찾아와주면 돼 먼 훗날이라도 사람들은 다들 겉으로만 바람이 차지않냐 물어봐 그냥 그렇게 묻곤 지나가서 다 잊어버릴 거면서 왜 물어봐 너에게서 부는 바람 같아서 그저 아무 말없이 기다릴 뿐인데 이런저런 일들 숨가쁘게 바쁜 이 뭐 같은 세상 땜에 너와 내가 멀어진 거라 둘러대면 괜히 나는 잘못 없는 것처럼 꾸며내는 것만 같아 그러진 못하고 바람만 맞으며 서있어 먼 훗날 너에게 미안하지 않게 늘 난 기다릴래 그래 그게 더 맘 편해 오는 길을 잃어 오래 걸린대도 돌고 돌아 내게 다시 찾아와주면 돼 먼 훗날이라도 이 시간은 저 편에 숨어버린 것만 같아 널 데리고 이대로 널 볼 수 없을까 가끔은 안 좋은 생각도 들어 난 네 모습이 잊혀져만 가 그래도 울지마 슬플 거 같지만 희미하게 남아 있는 너를 위해 오는 길을 잃어 오래 걸린대도 돌고 돌아 내게 다시 찾아와주면 돼 먼 훗날이라도,
세븐틴,"SEVENTEEN 2ND ALBUM 'TEEN, AGE'",Flower,2017.11.06.,"BUMZU,S.COUPS (SEVENTEEN),원우 (SEVENTEEN),디에잇 (SEVENTEEN),디노 (SEVENTEEN),정한 (SEVENTEEN),승관 (SEVENTEEN),WOOZI (SEVENTEEN)",내 숨이 있는 곳 (있는 곳) 네 향기로 난 숨을 쉰다 모질게 짙은 넌 내 가슴 깊이 파고 든다 세상에 가득 찬 거칠은 거짓은 오히려 나를 용감하게 만드는 걸 너라서 아무렇지 않아 그래서 아무렇지 않아 온통 주윈 너란 생각 uh uh 내 머릿속에 깊이 뿌리 내려 uh uh 아무리 줄기를 꺾는대도 비바람 불어서 흔들어대도 넌 이미 활짝 펴버린 내 Flower uh uh Yeh 어둠에 숨은 꽃 Yeh 가시가 피어서 Yeh 날 찌른대도 Yeh 나를 알려준 나를 보여준 너는 나만의 꽃이니까 영원히 네가 내 맘에 핀다면 난 다쳐도 돼 다쳐도 돼 날 타고 흐르는 상처 자국은 너를 위해 있을 뿐이야 날카로운 너의 가시 나에게 줘 Cause you're my Flower Give me that 괜찮냐고 물어보지 마 너를 향한 맘이니까 내리는 비를 가려주려 내 등은 하늘을 향해 늘 꽃은 피고 지는 법 어째서 내게 넌 깊숙히 피고 있어 Always 너에게 다가가면 상처 나겠지만 그래도 두 팔은 널 감싸 줄거야 Yeh 어둠에 숨은 너 Yeh 가시가 피어서 Yeh 날 찌른대도 Yeh 나를 알려준 나를 보여준 너는 나만의 꽃이니까 영원히 네가 내 맘에 핀다면 난 다쳐도 돼 다쳐도 돼 날 타고 흐르는 상처 자국은 너를 위해 있을 뿐이야 날카로운 너의 가시 나에게 줘 Cause you're my Flower 내 모든 상처의 흉터는 너라서 괜찮아 줄기로 몸을 타고 만개하라 (더더) 아름다움을 넌 만끽하다 (더더) 날카롭게 변해가며 가시돋아 찔러가도 너라면 나는 좋아 나를 알려준 나를 보여준 너는 나의 유일한 이유 영원히 네가 날 기억한다면 난 다쳐도 돼 다쳐도 돼 너의 빛으로 새긴 마음은 나를 강하게 만드니까 날카로운 너의 가시 나에게 줘 Cause you're my Flower,
